"","NoteValue","Stress","Rest","Lyrics","Rhythm","OTL","COM","ARE","Bar"
"32.348","16","0",".","jects",0.0625,"BallNChill","SouljaSlim","New Orleans","22"
"32.349","16.","0",".","sewed",0.09375,"BallNChill","SouljaSlim","New Orleans","22"
"32.350","8.","1",".","up",0.1875,"BallNChill","SouljaSlim","New Orleans","22"
"32.351","16","1",".","Make",0.0625,"BallNChill","SouljaSlim","New Orleans","22"
"32.352","16","0",".","it",0.0625,"BallNChill","SouljaSlim","New Orleans","22"
"32.354","16","1",".","fi-",0.0625,"BallNChill","SouljaSlim","New Orleans","23"
"32.355","32","0",".","re",0.03125,"BallNChill","SouljaSlim","New Orleans","23"
"32.356","16","0",".","when",0.0625,"BallNChill","SouljaSlim","New Orleans","23"
"32.357","32","0",".","it's",0.03125,"BallNChill","SouljaSlim","New Orleans","23"
"32.358","16","1",".","un-",0.0625,"BallNChill","SouljaSlim","New Orleans","23"
"32.359","8","0",".","cut",0.125,"BallNChill","SouljaSlim","New Orleans","23"
"32.360","16","1",".","with",0.0625,"BallNChill","SouljaSlim","New Orleans","23"
"32.361","16","0",".","a",0.0625,"BallNChill","SouljaSlim","New Orleans","23"
"32.362","16","1",".","lit-",0.0625,"BallNChill","SouljaSlim","New Orleans","23"
"32.363","8","0",".","tle",0.125,"BallNChill","SouljaSlim","New Orleans","23"
"32.364","16","1",".","so-",0.0625,"BallNChill","SouljaSlim","New Orleans","23"
"32.365","4","0",".","da",0.25,"BallNChill","SouljaSlim","New Orleans","23"
"32.367","16","1",".","So-",0.0625,"BallNChill","SouljaSlim","New Orleans","24"
"32.368","16","0",".","lid",0.0625,"BallNChill","SouljaSlim","New Orleans","24"
"32.369","8.","1",".","ass",0.1875,"BallNChill","SouljaSlim","New Orleans","24"
"32.370","8","1",".","boul-",0.125,"BallNChill","SouljaSlim","New Orleans","24"
"32.371","8","0",".","der",0.125,"BallNChill","SouljaSlim","New Orleans","24"
"32.372","16","1",".","that's",0.0625,"BallNChill","SouljaSlim","New Orleans","24"
"32.373","16","0",".","what",0.0625,"BallNChill","SouljaSlim","New Orleans","24"
"32.374","16","0",".","you",0.0625,"BallNChill","SouljaSlim","New Orleans","24"
"32.375","8.","1",".","get",0.1875,"BallNChill","SouljaSlim","New Orleans","24"
"32.376","32","1",".","I",0.03125,"BallNChill","SouljaSlim","New Orleans","24"
"32.377","32","0",".","done",0.03125,"BallNChill","SouljaSlim","New Orleans","24"
"32.379","32","1",".","dou-",0.03125,"BallNChill","SouljaSlim","New Orleans","25"
"32.380","16","0",".","ble",0.0625,"BallNChill","SouljaSlim","New Orleans","25"
"32.381","32","1",".","dou-",0.03125,"BallNChill","SouljaSlim","New Orleans","25"
"32.382","16","0",".","bled",0.0625,"BallNChill","SouljaSlim","New Orleans","25"
"32.383","16","0",".","my",0.0625,"BallNChill","SouljaSlim","New Orleans","25"
"32.384","32","1",".","mo-",0.03125,"BallNChill","SouljaSlim","New Orleans","25"
"32.385","32","0",".","ney",0.03125,"BallNChill","SouljaSlim","New Orleans","25"
"32.386","16",".","R",".",0.0625,"BallNChill","SouljaSlim","New Orleans","25"
"32.387","16","1",".","off",0.0625,"BallNChill","SouljaSlim","New Orleans","25"
"32.388","16","0",".","this",0.0625,"BallNChill","SouljaSlim","New Orleans","25"
"32.389","16","1",".","one",0.0625,"BallNChill","SouljaSlim","New Orleans","25"
"32.390","16","1",".","half",0.0625,"BallNChill","SouljaSlim","New Orleans","25"
"32.391","16","0",".","a",0.0625,"BallNChill","SouljaSlim","New Orleans","25"
"32.392","8.","1",".","brick",0.1875,"BallNChill","SouljaSlim","New Orleans","25"
"32.393","8","1",".","quick",0.125,"BallNChill","SouljaSlim","New Orleans","25"
"33.6","4",".","R",".",0.25,"Can'tBeBroken","LilWayne","New Orleans","1"
"33.7","8",".","R",".",0.125,"Can'tBeBroken","LilWayne","New Orleans","1"
"33.8","16","1",".","They",0.0625,"Can'tBeBroken","LilWayne","New Orleans","1"
"33.9","16","0",".","can",0.0625,"Can'tBeBroken","LilWayne","New Orleans","1"
"33.10","16","1",".","do",0.0625,"Can'tBeBroken","LilWayne","New Orleans","1"
"33.11","16","0",".","all",0.0625,"Can'tBeBroken","LilWayne","New Orleans","1"
"33.12","16","1",".","they",0.0625,"Can'tBeBroken","LilWayne","New Orleans","1"
"33.13","16","0",".","can",0.0625,"Can'tBeBroken","LilWayne","New Orleans","1"
"33.14","16","1",".","do",0.0625,"Can'tBeBroken","LilWayne","New Orleans","1"
"33.15","16","0",".","but",0.0625,"Can'tBeBroken","LilWayne","New Orleans","1"
"33.16","16","1",".","they",0.0625,"Can'tBeBroken","LilWayne","New Orleans","1"
"33.17","16","0",".","can't",0.0625,"Can'tBeBroken","LilWayne","New Orleans","1"
"33.19","16","1",".","break",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.20","16","0",".","un-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.21","16","1",".","brea-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.22","16","0",".","ka-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.23","16","1",".","ble",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.24","16","0",".","They",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.25","16","1",".","scared",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.26","16","0",".","to",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.27","16","1",".","face",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.28","16","0",".","the",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.29","16","1",".","truth",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.30","16","0",".","be-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.31","16","1",".","cause",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.32","16","0",".","they",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.33","16","1",".","hate",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.34","16","0",".","the",0.0625,"Can'tBeBroken","LilWayne","New Orleans","2"
"33.36","16","1",".","view",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.37","16","0",".","They",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.38","16","1",".","taste",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.39","16","0",".","the",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.40","16","1",".","juice",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.41","16","0",".","I",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.42","16","1",".","hope",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.43","16","0",".","it",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.44","16","1",".","make",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.45","16","0",".","'em",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.46","16","1",".","puke",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.47","16","0",".","I'm",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.48","16","1",".","brea-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.49","16","0",".","kin'",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.50","16","1",".","loose",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.51","16","0",".","Should",0.0625,"Can'tBeBroken","LilWayne","New Orleans","3"
"33.53","16","1",".","I",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.54","16","0",".","throw",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.55","16","1",".","up",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.56","16","0",".","the",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.57","16","1",".","deuce",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.58","16","0",".","or",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.59","16","1",".","should",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.60","16","0",".","I",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.61","16","1",".","wave",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.62","16","0",".","the",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.63","16","1",".","deuce",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.64","16","0",".","In",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.65","16","1",".","Nine-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.66","16","0",".","teen",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.67","16","1",".","Eight-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.68","16","0",".","ty",0.0625,"Can'tBeBroken","LilWayne","New Orleans","4"
"33.70","16","1",".","two",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.71","16","0",".","my",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.72","16","1",".","mom-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.73","16","0",".","ma",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.74","16","1",".","take",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.75","16","0",".","me",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.76","16","1",".","to",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.77","16","0",".","a",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.78","16","1",".","space",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.79","16","0",".","shut-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.80","16","1",".","tle",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.81","16","0",".","Say",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.82","16","1",".","now",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.83","16","0",".","I'm",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.84","16","1",".","rai-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.85","16","0",".","sing",0.0625,"Can'tBeBroken","LilWayne","New Orleans","5"
"33.87","16","1",".","you",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.88","16","0",".","and",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.89","16","1",".","ain't",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.90","16","0",".","no",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.91","16","1",".","ba-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.92","16","0",".","by",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.93","16","1",".","food",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.94","16","0",".","Un-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.95","16","1",".","less",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.96","16","0",".","you",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.97","16","1",".","go",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.98","16","0",".","and",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.99","16","1",".","take",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.100","16","0",".","the",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.101","16","1",".","neigh-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.102","16","0",".","bors'",0.0625,"Can'tBeBroken","LilWayne","New Orleans","6"
"33.104","16","1",".","food",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.105","16","0",".","And",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.106","16","1",".","be",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.107","16","0",".","a-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.108","16","1",".","fraid",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.109","16","0",".","of",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.110","16","1",".","who",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.111","16","0",".","I",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.112","16","1",".","made",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.113","16","0",".","the",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.114","16","1",".","loot",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.115","16","0",".","When",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.116","16","1",".","mo-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.117","16","0",".","ney",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.118","16","1",".","went",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.119","16","0",".","from",0.0625,"Can'tBeBroken","LilWayne","New Orleans","7"
"33.121","16","1",".","ar-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.122","16","0",".","my",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.123","16","1",".","green",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.124","16","0",".","to",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.125","16","1",".","na-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.126","16","0",".","vy",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.127","16","1",".","blue",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.128","16","0",".","I",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.129","16","1",".","said",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.130","16","0",".","sa-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.131","8","1",".","lute",0.125,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.132","16","1",".","bul-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.133","16","0",".","let-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.134","16","1",".","proof",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.135","16","0",".","I",0.0625,"Can'tBeBroken","LilWayne","New Orleans","8"
"33.137","16","1",".","gave",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.138","16","0",".","'em",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.139","16","1",".","proof",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.140","16","0",".","Some-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.141","16","1",".","times",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.142","16","0",".","feel",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.143","16","1",".","like",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.144","16","0",".","my",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.145","16","1",".","head",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.146","16","0",".","a",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.147","8","1",".","screw",0.125,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.148","16","1",".","Twis-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.149","16","0",".","ted",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.150","16","1",".","like",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.151","16","0",".","tor-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","9"
"33.153","16","1",".","na-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.154","16","0",".","dos",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.155","16","1",".","too",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.156","16","0",".","Man",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.157","16","1",".","I'-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.158","16","0",".","ma",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.159","16","1",".","need",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.160","16","0",".","some",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.161","16","1",".","Kra-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.162","16","0",".","zy",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.163","16","1",".","Glue",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.164","16","0",".","Her",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.165","16","1",".","walls",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.166","16","0",".","is",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.167","16","1",".","what",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.168","16","0",".","I'm",0.0625,"Can'tBeBroken","LilWayne","New Orleans","10"
"33.170","16","1",".","brea-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.171","16","0",".","king",0.0625,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.172","16","1",".","through",0.0625,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.173","16","0",".","Her",0.0625,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.174","8","1",".","nails",0.125,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.175","16","1",".","she",0.0625,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.176","16","0",".","gone",0.0625,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.177","16","1",".","break",0.0625,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.178","16","0",".","a",0.0625,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.179","8","1",".","few",0.125,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.180","16","1",".","You",0.0625,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.181","16","0",".","can",0.0625,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.182","16","1",".","ne-",0.0625,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.183","16","0",".","ver",0.0625,"Can'tBeBroken","LilWayne","New Orleans","11"
"33.185","16","1",".","break",0.0625,"Can'tBeBroken","LilWayne","New Orleans","12"
"33.186","16","0",".","me",0.0625,"Can'tBeBroken","LilWayne","New Orleans","12"
"33.187","16","1",".","down",0.0625,"Can'tBeBroken","LilWayne","New Orleans","12"
"33.188","16","0",".","and",0.0625,"Can'tBeBroken","LilWayne","New Orleans","12"
"33.189","16","1",".","I",0.0625,"Can'tBeBroken","LilWayne","New Orleans","12"
"33.190","16","0",".","can't",0.0625,"Can'tBeBroken","LilWayne","New Orleans","12"
"33.191","16","1",".","hit",0.0625,"Can'tBeBroken","LilWayne","New Orleans","12"
"33.192","16","0",".","the",0.0625,"Can'tBeBroken","LilWayne","New Orleans","12"
"33.193","16","1",".","brakes",0.0625,"Can'tBeBroken","LilWayne","New Orleans","12"
"33.194","16","0",".","for",0.0625,"Can'tBeBroken","LilWayne","New Orleans","12"
"33.195","8","1",".","you",0.125,"Can'tBeBroken","LilWayne","New Orleans","12"
"33.196","4",".","R",".",0.25,"Can'tBeBroken","LilWayne","New Orleans","12"
"34.6","2.",".","R",".",0.75,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","1"
"34.7","8","1",".","I",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","1"
"34.8","8","0",".","could",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","1"
"34.10","8","1",".","hit",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","2"
"34.11","8","0",".","it",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","2"
"34.12","8","1",".","I",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","2"
"34.13","8","0",".","could",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","2"
"34.14","8","1",".","whip",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","2"
"34.15","8","0",".","it",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","2"
"34.16","8","1",".","I",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","2"
"34.17","8","0",".","could",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","2"
"34.19","8","1",".","bag",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","3"
"34.20","8","0",".","it",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","3"
"34.21","8","1",".","I",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","3"
"34.22","8","0",".","could",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","3"
"34.23","8","1",".","stash",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","3"
"34.24","8","0",".","it",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","3"
"34.25","8","1",".","I",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","3"
"34.26","8","0",".","could",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","3"
"34.28","8","1",".","trap",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","4"
"34.29","8","0",".","out",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","4"
"34.30","8","1",".","like",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","4"
"34.31","8","0",".","a",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","4"
"34.32","8","1",".","mo-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","4"
"34.33","8","0",".","ther-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","4"
"34.34","8","1",".","fuc-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","4"
"34.35","8","0",".","ker",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","4"
"34.37","8",".","R",".",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","5"
"34.38","8","0",".","And",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","5"
"34.39","8","1",".","you",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","5"
"34.40","8","0",".","know",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","5"
"34.41","8","1",".","me",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","5"
"34.42","8","0",".","bitch",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","5"
"34.43","8","1",".","I",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","5"
"34.44","8","0",".","just",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","5"
"34.46","8","1",".","bought",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","6"
"34.47","8","0",".","a-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","6"
"34.48","8","1",".","no-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","6"
"34.49","8","0",".","ther",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","6"
"34.50","8","1",".","thir-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","6"
"34.51","8","0",".","ty",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","6"
"34.52","8","1",".","bur-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","6"
"34.53","8","0",".","ner",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","6"
"34.55","8",".","R",".",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","7"
"34.56","8","0",".","I",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","7"
"34.57","8","1",".","whip",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","7"
"34.58","8","0",".","too",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","7"
"34.59","8","1",".","hard",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","7"
"34.60","8","0",".","so",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","7"
"34.61","8","1",".","I",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","7"
"34.62","8","0",".","got",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","7"
"34.64","8","1",".","Ike",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","8"
"34.65","8","0",".","and",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","8"
"34.66","8","1",".","Meech",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","8"
"34.67","8","0",".","got",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","8"
"34.68","8","1",".","Ti-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","8"
"34.69","8","0",".","na",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","8"
"34.70","8","1",".","Tur-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","8"
"34.71","8","0",".","ner",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","8"
"34.73","8",".","R",".",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","9"
"34.74","8","0",".","It",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","9"
"34.75","8","1",".","don't",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","9"
"34.76","8","0",".","make",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","9"
"34.77","8","1",".","sense",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","9"
"34.78","8","0",".","I'm",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","9"
"34.79","8","1",".","not",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","9"
"34.80","8","0",".","al-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","9"
"34.82","8","1",".","right",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","10"
"34.83","8","0",".","bitch",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","10"
"34.84","4","1",".","I'll",0.25,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","10"
"34.85","8","1",".","put",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","10"
"34.86","8","0",".","you",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","10"
"34.87","8","1",".","un-",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","10"
"34.88","8","0",".","der",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","10"
"34.90","8",".","R",".",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","11"
"34.91","8","0",".","ain't",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","11"
"34.92","8","1",".","cut",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","11"
"34.93","8","0",".","too",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","11"
"34.94","8","1",".","much",0.125,"MakeNoSense","YoungboyNeverBrokeAgain","New Orleans","11"
