"","NoteValue","Stress","Rest","Lyrics","Rhythm","OTL","COM","ARE","Bar"
"12.82","12","1",".","hate",0.0833333333333333,"BadandBougee","Migos","Atlanta","9"
"12.83","12","0",".","and",0.0833333333333333,"BadandBougee","Migos","Atlanta","9"
"12.84","12","0",".","the",0.0833333333333333,"BadandBougee","Migos","Atlanta","9"
"12.85","12","1",".","de-",0.0833333333333333,"BadandBougee","Migos","Atlanta","9"
"12.86","12","0",".","vil",0.0833333333333333,"BadandBougee","Migos","Atlanta","9"
"12.87","12","0",".","keep",0.0833333333333333,"BadandBougee","Migos","Atlanta","9"
"12.88","12","1",".","jum-",0.0833333333333333,"BadandBougee","Migos","Atlanta","9"
"12.89","12","0",".","pin'",0.0833333333333333,"BadandBougee","Migos","Atlanta","9"
"12.90","12","0",".","me",0.0833333333333333,"BadandBougee","Migos","Atlanta","9"
"12.92","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","10"
"12.93","12","1",".","Bank-",0.0833333333333333,"BadandBougee","Migos","Atlanta","10"
"12.94","12","0",".","rolls",0.0833333333333333,"BadandBougee","Migos","Atlanta","10"
"12.95","12","0",".","on",0.0833333333333333,"BadandBougee","Migos","Atlanta","10"
"12.96","12","1",".","me",0.0833333333333333,"BadandBougee","Migos","Atlanta","10"
"12.97","12","0",".","keep",0.0833333333333333,"BadandBougee","Migos","Atlanta","10"
"12.98","12","0",".","me",0.0833333333333333,"BadandBougee","Migos","Atlanta","10"
"12.99","12","1",".","com-",0.0833333333333333,"BadandBougee","Migos","Atlanta","10"
"12.100","12","0",".","pa-",0.0833333333333333,"BadandBougee","Migos","Atlanta","10"
"12.101","12","0",".","ny",0.0833333333333333,"BadandBougee","Migos","Atlanta","10"
"12.103","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","11"
"12.104","4","1",".","Ay",0.25,"BadandBougee","Migos","Atlanta","11"
"12.105","12","1",".","we",0.0833333333333333,"BadandBougee","Migos","Atlanta","11"
"12.106","12","0",".","do",0.0833333333333333,"BadandBougee","Migos","Atlanta","11"
"12.107","12","0",".","the",0.0833333333333333,"BadandBougee","Migos","Atlanta","11"
"12.108","4","1",".","most",0.25,"BadandBougee","Migos","Atlanta","11"
"12.110","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","12"
"12.111","4","1",".","yeah",0.25,"BadandBougee","Migos","Atlanta","12"
"12.112","12","1",".","Pull",0.0833333333333333,"BadandBougee","Migos","Atlanta","12"
"12.113","12","0",".","up",0.0833333333333333,"BadandBougee","Migos","Atlanta","12"
"12.114","12","0",".","in",0.0833333333333333,"BadandBougee","Migos","Atlanta","12"
"12.115","4","1",".","Ghosts",0.25,"BadandBougee","Migos","Atlanta","12"
"12.117","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","13"
"12.118","6","1",".","yeah",0.166666666666667,"BadandBougee","Migos","Atlanta","13"
"12.119","12","0",".","My",0.0833333333333333,"BadandBougee","Migos","Atlanta","13"
"12.120","12","1",".","dia-",0.0833333333333333,"BadandBougee","Migos","Atlanta","13"
"12.121","12","0",".","monds",0.0833333333333333,"BadandBougee","Migos","Atlanta","13"
"12.122","12","0",".","a",0.0833333333333333,"BadandBougee","Migos","Atlanta","13"
"12.123","6","1",".","cho-",0.166666666666667,"BadandBougee","Migos","Atlanta","13"
"12.124","12","0",".","ker",0.0833333333333333,"BadandBougee","Migos","Atlanta","13"
"12.126","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","14"
"12.127","12","1",".","Hol-",0.0833333333333333,"BadandBougee","Migos","Atlanta","14"
"12.128","12","0",".","din'",0.0833333333333333,"BadandBougee","Migos","Atlanta","14"
"12.129","12","0",".","the",0.0833333333333333,"BadandBougee","Migos","Atlanta","14"
"12.130","12","1",".","fire",0.0833333333333333,"BadandBougee","Migos","Atlanta","14"
"12.131","12","0",".","with",0.0833333333333333,"BadandBougee","Migos","Atlanta","14"
"12.132","12","0",".","no",0.0833333333333333,"BadandBougee","Migos","Atlanta","14"
"12.133","12","1",".","hol-",0.0833333333333333,"BadandBougee","Migos","Atlanta","14"
"12.134","6","0",".","ster",0.166666666666667,"BadandBougee","Migos","Atlanta","14"
"12.136","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","15"
"12.137","12","1",".","Rick",0.0833333333333333,"BadandBougee","Migos","Atlanta","15"
"12.138","12","0",".","The",0.0833333333333333,"BadandBougee","Migos","Atlanta","15"
"12.139","12","1",".","Ru-",0.0833333333333333,"BadandBougee","Migos","Atlanta","15"
"12.140","12","0",".","ler",0.0833333333333333,"BadandBougee","Migos","Atlanta","15"
"12.141","12","1",".","dia-",0.0833333333333333,"BadandBougee","Migos","Atlanta","15"
"12.142","12","0",".","monds",0.0833333333333333,"BadandBougee","Migos","Atlanta","15"
"12.143","12","1",".","coo-",0.0833333333333333,"BadandBougee","Migos","Atlanta","15"
"12.144","6","0",".","ler",0.166666666666667,"BadandBougee","Migos","Atlanta","15"
"12.146","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","16"
"12.147","12","1",".","This",0.0833333333333333,"BadandBougee","Migos","Atlanta","16"
"12.148","12","0",".","a",0.0833333333333333,"BadandBougee","Migos","Atlanta","16"
"12.149","12","1",".","Rol-",0.0833333333333333,"BadandBougee","Migos","Atlanta","16"
"12.150","12","0",".","lie",0.0833333333333333,"BadandBougee","Migos","Atlanta","16"
"12.151","12","1",".","not",0.0833333333333333,"BadandBougee","Migos","Atlanta","16"
"12.152","12","0",".","a",0.0833333333333333,"BadandBougee","Migos","Atlanta","16"
"12.153","12","1",".","Muel-",0.0833333333333333,"BadandBougee","Migos","Atlanta","16"
"12.154","6","0",".","ler",0.166666666666667,"BadandBougee","Migos","Atlanta","16"
"12.156","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","17"
"12.157","12","1",".","Dab-",0.0833333333333333,"BadandBougee","Migos","Atlanta","17"
"12.158","12","0",".","bin'",0.0833333333333333,"BadandBougee","Migos","Atlanta","17"
"12.159","12","1",".","on",0.0833333333333333,"BadandBougee","Migos","Atlanta","17"
"12.160","12","0",".","'em",0.0833333333333333,"BadandBougee","Migos","Atlanta","17"
"12.161","12","1",".","like",0.0833333333333333,"BadandBougee","Migos","Atlanta","17"
"12.162","12","0",".","the",0.0833333333333333,"BadandBougee","Migos","Atlanta","17"
"12.163","12","1",".","u-",0.0833333333333333,"BadandBougee","Migos","Atlanta","17"
"12.164","6","0",".","sual",0.166666666666667,"BadandBougee","Migos","Atlanta","17"
"12.166","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","18"
"12.167","12","1",".","Ma-",0.0833333333333333,"BadandBougee","Migos","Atlanta","18"
"12.168","12","0",".","gic",0.0833333333333333,"BadandBougee","Migos","Atlanta","18"
"12.169","12","1",".","with",0.0833333333333333,"BadandBougee","Migos","Atlanta","18"
"12.170","12","0",".","the",0.0833333333333333,"BadandBougee","Migos","Atlanta","18"
"12.171","12","1",".","brick",0.0833333333333333,"BadandBougee","Migos","Atlanta","18"
"12.172","12","0",".","do",0.0833333333333333,"BadandBougee","Migos","Atlanta","18"
"12.173","12","1",".","voo-",0.0833333333333333,"BadandBougee","Migos","Atlanta","18"
"12.174","6","0",".","doo",0.166666666666667,"BadandBougee","Migos","Atlanta","18"
"12.176","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","19"
"12.177","6","1",".","Court",0.166666666666667,"BadandBougee","Migos","Atlanta","19"
"12.178","6","1",".","side",0.166666666666667,"BadandBougee","Migos","Atlanta","19"
"12.179","12","1",".","with",0.0833333333333333,"BadandBougee","Migos","Atlanta","19"
"12.180","12","0",".","a",0.0833333333333333,"BadandBougee","Migos","Atlanta","19"
"12.181","6","1",".","bad",0.166666666666667,"BadandBougee","Migos","Atlanta","19"
"12.182","12","1",".","bitch",0.0833333333333333,"BadandBougee","Migos","Atlanta","19"
"12.184","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","20"
"12.185","12","1",".","Then",0.0833333333333333,"BadandBougee","Migos","Atlanta","20"
"12.186","12","0",".","I",0.0833333333333333,"BadandBougee","Migos","Atlanta","20"
"12.187","12","1",".","send",0.0833333333333333,"BadandBougee","Migos","Atlanta","20"
"12.188","12","0",".","the",0.0833333333333333,"BadandBougee","Migos","Atlanta","20"
"12.189","12","1",".","bitch",0.0833333333333333,"BadandBougee","Migos","Atlanta","20"
"12.190","12","0",".","through",0.0833333333333333,"BadandBougee","Migos","Atlanta","20"
"12.191","12","1",".","U-",0.0833333333333333,"BadandBougee","Migos","Atlanta","20"
"12.192","6","0",".","ber",0.166666666666667,"BadandBougee","Migos","Atlanta","20"
"12.194","6",".","R",".",0.166666666666667,"BadandBougee","Migos","Atlanta","21"
"12.195","12","0",".","I'm",0.0833333333333333,"BadandBougee","Migos","Atlanta","21"
"12.196","12","1",".","young",0.0833333333333333,"BadandBougee","Migos","Atlanta","21"
"12.197","12","0",".","and",0.0833333333333333,"BadandBougee","Migos","Atlanta","21"
"12.198","12","0",".","rich",0.0833333333333333,"BadandBougee","Migos","Atlanta","21"
"12.199","12","1",".","and",0.0833333333333333,"BadandBougee","Migos","Atlanta","21"
"12.200","12","0",".","plus",0.0833333333333333,"BadandBougee","Migos","Atlanta","21"
"12.201","12","0",".","I'm",0.0833333333333333,"BadandBougee","Migos","Atlanta","21"
"12.202","12","1",".","bou-",0.0833333333333333,"BadandBougee","Migos","Atlanta","21"
"12.203","6","0",".","jee",0.166666666666667,"BadandBougee","Migos","Atlanta","21"
"12.205","12",".","R",".",0.0833333333333333,"BadandBougee","Migos","Atlanta","22"
"12.206","12","0",".","I'm",0.0833333333333333,"BadandBougee","Migos","Atlanta","22"
"12.207","12","0",".","not",0.0833333333333333,"BadandBougee","Migos","Atlanta","22"
"12.208","12","1",".","stu-",0.0833333333333333,"BadandBougee","Migos","Atlanta","22"
"12.209","12","0",".","pid",0.0833333333333333,"BadandBougee","Migos","Atlanta","22"
"12.210","12","0",".","so",0.0833333333333333,"BadandBougee","Migos","Atlanta","22"
"12.211","12","1",".","I",0.0833333333333333,"BadandBougee","Migos","Atlanta","22"
"12.212","12","0",".","keep",0.0833333333333333,"BadandBougee","Migos","Atlanta","22"
"12.213","12","0",".","the",0.0833333333333333,"BadandBougee","Migos","Atlanta","22"
"12.214","12","1",".","U-",0.0833333333333333,"BadandBougee","Migos","Atlanta","22"
"12.215","6","0",".","zi",0.166666666666667,"BadandBougee","Migos","Atlanta","22"
"12.217","12","1",".","Rac-",0.0833333333333333,"BadandBougee","Migos","Atlanta","23"
"12.218","12","0",".","kings",0.0833333333333333,"BadandBougee","Migos","Atlanta","23"
"12.219","12","0",".","on",0.0833333333333333,"BadandBougee","Migos","Atlanta","23"
"12.220","12","1",".","rac-",0.0833333333333333,"BadandBougee","Migos","Atlanta","23"
"12.221","12","0",".","kings",0.0833333333333333,"BadandBougee","Migos","Atlanta","23"
"12.222","12","0",".","got",0.0833333333333333,"BadandBougee","Migos","Atlanta","23"
"12.223","12","1",".","bac-",0.0833333333333333,"BadandBougee","Migos","Atlanta","23"
"12.224","12","0",".","kends",0.0833333333333333,"BadandBougee","Migos","Atlanta","23"
"12.225","12","0",".","on",0.0833333333333333,"BadandBougee","Migos","Atlanta","23"
"12.226","12","1",".","bac-",0.0833333333333333,"BadandBougee","Migos","Atlanta","23"
"12.227","12","0",".","kends",0.0833333333333333,"BadandBougee","Migos","Atlanta","23"
"12.228","12","0",".","So",0.0833333333333333,"BadandBougee","Migos","Atlanta","23"
"12.230","12","1",".","my",0.0833333333333333,"BadandBougee","Migos","Atlanta","24"
"12.231","12","0",".","mo-",0.0833333333333333,"BadandBougee","Migos","Atlanta","24"
"12.232","12","0",".","ney",0.0833333333333333,"BadandBougee","Migos","Atlanta","24"
"12.233","12","1",".","ma-",0.0833333333333333,"BadandBougee","Migos","Atlanta","24"
"12.234","12","0",".","kin'",0.0833333333333333,"BadandBougee","Migos","Atlanta","24"
"12.235","12","0",".","my",0.0833333333333333,"BadandBougee","Migos","Atlanta","24"
"12.236","6","1",".","back",0.166666666666667,"BadandBougee","Migos","Atlanta","24"
"12.237","12","0",".","ache",0.0833333333333333,"BadandBougee","Migos","Atlanta","24"
"12.238","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","24"
"12.240","12","1",".","You",0.0833333333333333,"BadandBougee","Migos","Atlanta","25"
"12.241","12","0",".","nig-",0.0833333333333333,"BadandBougee","Migos","Atlanta","25"
"12.242","12","0",".","gas",0.0833333333333333,"BadandBougee","Migos","Atlanta","25"
"12.243","12","1",".","got",0.0833333333333333,"BadandBougee","Migos","Atlanta","25"
"12.244","12","0",".","a",0.0833333333333333,"BadandBougee","Migos","Atlanta","25"
"12.245","12","0",".","low",0.0833333333333333,"BadandBougee","Migos","Atlanta","25"
"12.246","6","1",".","Act'",0.166666666666667,"BadandBougee","Migos","Atlanta","25"
"12.247","12","0",".","rate",0.0833333333333333,"BadandBougee","Migos","Atlanta","25"
"12.248","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","25"
"12.250","12","1",".","We",0.0833333333333333,"BadandBougee","Migos","Atlanta","26"
"12.251","12","0",".","from",0.0833333333333333,"BadandBougee","Migos","Atlanta","26"
"12.252","12","0",".","the",0.0833333333333333,"BadandBougee","Migos","Atlanta","26"
"12.253","6","1",".","North",0.166666666666667,"BadandBougee","Migos","Atlanta","26"
"12.254","12","0",".","yeah",0.0833333333333333,"BadandBougee","Migos","Atlanta","26"
"12.255","6","1",".","that",0.166666666666667,"BadandBougee","Migos","Atlanta","26"
"12.256","12","0",".","way",0.0833333333333333,"BadandBougee","Migos","Atlanta","26"
"12.257","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","26"
"12.259","12","1",".","Fat",0.0833333333333333,"BadandBougee","Migos","Atlanta","27"
"12.260","12","0",".","coo-",0.0833333333333333,"BadandBougee","Migos","Atlanta","27"
"12.261","12","0",".","kie",0.0833333333333333,"BadandBougee","Migos","Atlanta","27"
"12.262","12","1",".","blunt",0.0833333333333333,"BadandBougee","Migos","Atlanta","27"
"12.263","12","0",".","in",0.0833333333333333,"BadandBougee","Migos","Atlanta","27"
"12.264","12","0",".","the",0.0833333333333333,"BadandBougee","Migos","Atlanta","27"
"12.265","6","1",".","ash",0.166666666666667,"BadandBougee","Migos","Atlanta","27"
"12.266","4","0",".","tray",0.25,"BadandBougee","Migos","Atlanta","27"
"12.267","12","0",".","Two",0.0833333333333333,"BadandBougee","Migos","Atlanta","27"
"12.269","12","1",".","bit-",0.0833333333333333,"BadandBougee","Migos","Atlanta","28"
"12.270","12","0",".","ches",0.0833333333333333,"BadandBougee","Migos","Atlanta","28"
"12.271","12","0",".","just",0.0833333333333333,"BadandBougee","Migos","Atlanta","28"
"12.272","12","1",".","na-",0.0833333333333333,"BadandBougee","Migos","Atlanta","28"
"12.273","12","0",".","tio-",0.0833333333333333,"BadandBougee","Migos","Atlanta","28"
"12.274","12","0",".","nal",0.0833333333333333,"BadandBougee","Migos","Atlanta","28"
"12.275","6","1",".","smash",0.166666666666667,"BadandBougee","Migos","Atlanta","28"
"12.276","12","0",".","day",0.0833333333333333,"BadandBougee","Migos","Atlanta","28"
"12.277","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","28"
"12.279","12","1",".","Hop",0.0833333333333333,"BadandBougee","Migos","Atlanta","29"
"12.280","12","0",".","in",0.0833333333333333,"BadandBougee","Migos","Atlanta","29"
"12.281","12","0",".","the",0.0833333333333333,"BadandBougee","Migos","Atlanta","29"
"12.282","12","1",".","Lamb'",0.0833333333333333,"BadandBougee","Migos","Atlanta","29"
"12.283","12","0",".","have",0.0833333333333333,"BadandBougee","Migos","Atlanta","29"
"12.284","12","0",".","a",0.0833333333333333,"BadandBougee","Migos","Atlanta","29"
"12.285","6","1",".","drag",0.166666666666667,"BadandBougee","Migos","Atlanta","29"
"12.286","12","0",".","race",0.0833333333333333,"BadandBougee","Migos","Atlanta","29"
"12.287","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","29"
"12.289","12","1",".","I",0.0833333333333333,"BadandBougee","Migos","Atlanta","30"
"12.290","12","0",".","let",0.0833333333333333,"BadandBougee","Migos","Atlanta","30"
"12.291","12","0",".","them",0.0833333333333333,"BadandBougee","Migos","Atlanta","30"
"12.292","12","1",".","birds",0.0833333333333333,"BadandBougee","Migos","Atlanta","30"
"12.293","12","0",".","take",0.0833333333333333,"BadandBougee","Migos","Atlanta","30"
"12.294","12","0",".","a",0.0833333333333333,"BadandBougee","Migos","Atlanta","30"
"12.295","6","1",".","bath",0.166666666666667,"BadandBougee","Migos","Atlanta","30"
"12.296","12","0",".","bae",0.0833333333333333,"BadandBougee","Migos","Atlanta","30"
"12.297","4",".","R",".",0.25,"BadandBougee","Migos","Atlanta","30"
"13.6","2",".","R",".",0.5,"BankAccount","21Savage","Atlanta","1"
"13.7","6",".","R",".",0.166666666666667,"BankAccount","21Savage","Atlanta","1"
"13.8","12","0",".","I",0.0833333333333333,"BankAccount","21Savage","Atlanta","1"
"13.9","12","1",".","buy",0.0833333333333333,"BankAccount","21Savage","Atlanta","1"
"13.10","12","0",".","a",0.0833333333333333,"BankAccount","21Savage","Atlanta","1"
"13.11","12","0",".","new",0.0833333333333333,"BankAccount","21Savage","Atlanta","1"
"13.13","12","1",".","car",0.0833333333333333,"BankAccount","21Savage","Atlanta","2"
"13.14","12","0",".","for",0.0833333333333333,"BankAccount","21Savage","Atlanta","2"
"13.15","12","0",".","the",0.0833333333333333,"BankAccount","21Savage","Atlanta","2"
"13.16","4","1",".","bitch",0.25,"BankAccount","21Savage","Atlanta","2"
"13.17","6",".","R",".",0.166666666666667,"BankAccount","21Savage","Atlanta","2"
"13.18","12","0",".","I",0.0833333333333333,"BankAccount","21Savage","Atlanta","2"
"13.19","12","1",".","tear",0.0833333333333333,"BankAccount","21Savage","Atlanta","2"
"13.20","12","0",".","down",0.0833333333333333,"BankAccount","21Savage","Atlanta","2"
"13.21","12","0",".","the",0.0833333333333333,"BankAccount","21Savage","Atlanta","2"
"13.23","12","1",".","mall",0.0833333333333333,"BankAccount","21Savage","Atlanta","3"
"13.24","12","0",".","with",0.0833333333333333,"BankAccount","21Savage","Atlanta","3"
"13.25","12","0",".","the",0.0833333333333333,"BankAccount","21Savage","Atlanta","3"
"13.26","4","1",".","bitch",0.25,"BankAccount","21Savage","Atlanta","3"
"13.27","6",".","R",".",0.166666666666667,"BankAccount","21Savage","Atlanta","3"
"13.28","12","0",".","You",0.0833333333333333,"BankAccount","21Savage","Atlanta","3"
"13.29","12","1",".","can't",0.0833333333333333,"BankAccount","21Savage","Atlanta","3"
"13.30","12","0",".","e-",0.0833333333333333,"BankAccount","21Savage","Atlanta","3"
"13.31","12","0",".","ven",0.0833333333333333,"BankAccount","21Savage","Atlanta","3"
"13.33","12","1",".","talk",0.0833333333333333,"BankAccount","21Savage","Atlanta","4"
"13.34","12","0",".","to",0.0833333333333333,"BankAccount","21Savage","Atlanta","4"
"13.35","12","0",".","the",0.0833333333333333,"BankAccount","21Savage","Atlanta","4"
"13.36","4","1",".","bitch",0.25,"BankAccount","21Savage","Atlanta","4"
"13.37","6",".","R",".",0.166666666666667,"BankAccount","21Savage","Atlanta","4"
"13.38","12","0",".","She",0.0833333333333333,"BankAccount","21Savage","Atlanta","4"
"13.39","12","1",".","fuc-",0.0833333333333333,"BankAccount","21Savage","Atlanta","4"
"13.40","12","0",".","king",0.0833333333333333,"BankAccount","21Savage","Atlanta","4"
"13.41","12","0",".","with",0.0833333333333333,"BankAccount","21Savage","Atlanta","4"
"13.43","12","1",".","bos-",0.0833333333333333,"BankAccount","21Savage","Atlanta","5"
"13.44","12","0",".","ses",0.0833333333333333,"BankAccount","21Savage","Atlanta","5"
"13.45","12","0",".","and",0.0833333333333333,"BankAccount","21Savage","Atlanta","5"
"13.46","4","1",".","shit",0.25,"BankAccount","21Savage","Atlanta","5"
"13.47","6",".","R",".",0.166666666666667,"BankAccount","21Savage","Atlanta","5"
"13.48","12","0",".","I",0.0833333333333333,"BankAccount","21Savage","Atlanta","5"
"13.49","12","1",".","pull",0.0833333333333333,"BankAccount","21Savage","Atlanta","5"
"13.50","12","0",".","up",0.0833333333333333,"BankAccount","21Savage","Atlanta","5"
"13.51","12","0",".","in",0.0833333333333333,"BankAccount","21Savage","Atlanta","5"
"13.53","12","1",".","'Ra-",0.0833333333333333,"BankAccount","21Savage","Atlanta","6"
"13.54","12","0",".","ri's",0.0833333333333333,"BankAccount","21Savage","Atlanta","6"
"13.55","12","0",".","and",0.0833333333333333,"BankAccount","21Savage","Atlanta","6"
