"","NoteValue","Stress","Rest","Lyrics","Break","Rhythm","OTL","COM","ARE","Bar","Position"
"2.73","16","0",".","your",".",0.0625,"ForMyPeople","JoeyBada$$","New York","7",0.5
"2.74","16","1",".","feet",".",0.0625,"ForMyPeople","JoeyBada$$","New York","7",0.5625
"2.75","16","0",".","up",".",0.0625,"ForMyPeople","JoeyBada$$","New York","7",0.625
"2.76","16","0",".","on",".",0.0625,"ForMyPeople","JoeyBada$$","New York","7",0.6875
"2.77","16","0",".","the",".",0.0625,"ForMyPeople","JoeyBada$$","New York","7",0.75
"2.78","8.","1",".","floor",".",0.1875,"ForMyPeople","JoeyBada$$","New York","7",0.9375
"2.79","16","0",".","That's","3",0.0625,"ForMyPeople","JoeyBada$$","New York","7",0
"2.81","16","1",".","why",".",0.0625,"ForMyPeople","JoeyBada$$","New York","8",0.0625
"2.82","16","0",".","I",".",0.0625,"ForMyPeople","JoeyBada$$","New York","8",0.125
"2.83","16","0",".","thank",".",0.0625,"ForMyPeople","JoeyBada$$","New York","8",0.1875
"2.84","16","0",".","the",".",0.0625,"ForMyPeople","JoeyBada$$","New York","8",0.25
"2.85","8","1",".","Lord",".",0.125,"ForMyPeople","JoeyBada$$","New York","8",0.375
"2.86","16","0",".","when",".",0.0625,"ForMyPeople","JoeyBada$$","New York","8",0.4375
"2.87","16","0",".","I",".",0.0625,"ForMyPeople","JoeyBada$$","New York","8",0.5
"2.88","16","1",".","wake",".",0.0625,"ForMyPeople","JoeyBada$$","New York","8",0.5625
"2.89","16","0",".","up",".",0.0625,"ForMyPeople","JoeyBada$$","New York","8",0.625
"2.90","16","0",".","in",".",0.0625,"ForMyPeople","JoeyBada$$","New York","8",0.6875
"2.91","16","0",".","the",".",0.0625,"ForMyPeople","JoeyBada$$","New York","8",0.75
"2.92","8.","1",".","morn'",".",0.1875,"ForMyPeople","JoeyBada$$","New York","8",0.9375
"2.93","16","0",".","'Cause","2",0.0625,"ForMyPeople","JoeyBada$$","New York","8",0
"2.95","16","1",".","to",".",0.0625,"ForMyPeople","JoeyBada$$","New York","9",0.0625
"2.96","16","0",".","in-",".",0.0625,"ForMyPeople","JoeyBada$$","New York","9",0.125
"2.97","16","0",".","-form",".",0.0625,"ForMyPeople","JoeyBada$$","New York","9",0.1875
"2.98","16","0",".","the",".",0.0625,"ForMyPeople","JoeyBada$$","New York","9",0.25
"2.99","16","1",".","world",".",0.0625,"ForMyPeople","JoeyBada$$","New York","9",0.3125
"2.100","16","0",".","of",".",0.0625,"ForMyPeople","JoeyBada$$","New York","9",0.375
"2.101","16","0",".","e-",".",0.0625,"ForMyPeople","JoeyBada$$","New York","9",0.4375
"2.102","16","0",".","-v'ry",".",0.0625,"ForMyPeople","JoeyBada$$","New York","9",0.5
"2.103","16","1",".","rea-",".",0.0625,"ForMyPeople","JoeyBada$$","New York","9",0.5625
"2.104","16","0",".","-son",".",0.0625,"ForMyPeople","JoeyBada$$","New York","9",0.625
"2.105","16","0",".","I",".",0.0625,"ForMyPeople","JoeyBada$$","New York","9",0.6875
"2.106","16","0",".","was",".",0.0625,"ForMyPeople","JoeyBada$$","New York","9",0.75
"2.107","4","1",".","born",".",0.25,"ForMyPeople","JoeyBada$$","New York","9",0
"2.109","16","1",".","You","3",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0.0625
"2.110","16","0",".","can",".",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0.125
"2.111","16","0",".","see",".",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0.1875
"2.112","16","0",".","the",".",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0.25
"2.113","16","1",".","po-",".",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0.3125
"2.114","16","0",".","-wer",".",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0.375
"2.115","16","0",".","when",".",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0.4375
"2.116","16","0",".","the",".",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0.5
"2.117","16","1",".","mic",".",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0.5625
"2.118","16","0",".","is",".",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0.625
"2.119","16","0",".","in",".",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0.6875
"2.120","16","0",".","my",".",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0.75
"2.121","8","1",".","palm",".",0.125,"ForMyPeople","JoeyBada$$","New York","10",0.875
"2.122","16","0",".","When","3",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0.9375
"2.123","16","0",".","I",".",0.0625,"ForMyPeople","JoeyBada$$","New York","10",0
"2.125","16","1",".","storm",".",0.0625,"ForMyPeople","JoeyBada$$","New York","11",0.0625
"2.126","16","0",".","a-",".",0.0625,"ForMyPeople","JoeyBada$$","New York","11",0.125
"2.127","16","0",".","-cross",".",0.0625,"ForMyPeople","JoeyBada$$","New York","11",0.1875
"2.128","16","0",".","the",".",0.0625,"ForMyPeople","JoeyBada$$","New York","11",0.25
"2.129","8","1",".","room",".",0.125,"ForMyPeople","JoeyBada$$","New York","11",0.375
"2.130","16","0",".","hit",".",0.0625,"ForMyPeople","JoeyBada$$","New York","11",0.4375
"2.131","16","0",".","the",".",0.0625,"ForMyPeople","JoeyBada$$","New York","11",0.5
"2.132","8","1",".","stage",".",0.125,"ForMyPeople","JoeyBada$$","New York","11",0.625
"2.133","16","0",".","and",".",0.0625,"ForMyPeople","JoeyBada$$","New York","11",0.6875
"2.134","16","0",".","per-",".",0.0625,"ForMyPeople","JoeyBada$$","New York","11",0.75
"2.135","4","1",".","-form",".",0.25,"ForMyPeople","JoeyBada$$","New York","11",0
"2.137","16","1",".","Word","3",0.0625,"ForMyPeople","JoeyBada$$","New York","12",0.0625
"2.138","16","0",".","is",".",0.0625,"ForMyPeople","JoeyBada$$","New York","12",0.125
"2.139","8.","1",".","bond",".",0.1875,"ForMyPeople","JoeyBada$$","New York","12",0.3125
"2.140","16","0",".","don't","2",0.0625,"ForMyPeople","JoeyBada$$","New York","12",0.375
"2.141","16","1",".","be",".",0.0625,"ForMyPeople","JoeyBada$$","New York","12",0.4375
"2.142","16","0",".","a-",".",0.0625,"ForMyPeople","JoeyBada$$","New York","12",0.5
"2.143","8.","1",".","-larmed",".",0.1875,"ForMyPeople","JoeyBada$$","New York","12",0.6875
"2.144","16","0",".","Don't","3",0.0625,"ForMyPeople","JoeyBada$$","New York","12",0.75
"2.145","16","1",".","let",".",0.0625,"ForMyPeople","JoeyBada$$","New York","12",0.8125
"2.146","16","0",".","me",".",0.0625,"ForMyPeople","JoeyBada$$","New York","12",0.875
"2.147","16","1",".","have",".",0.0625,"ForMyPeople","JoeyBada$$","New York","12",0.9375
"2.148","16","0",".","to",".",0.0625,"ForMyPeople","JoeyBada$$","New York","12",0
"2.150","16","1",".","sound",".",0.0625,"ForMyPeople","JoeyBada$$","New York","13",0.0625
"2.151","16","0",".","a",".",0.0625,"ForMyPeople","JoeyBada$$","New York","13",0.125
"2.152","8.","1",".","horn",".",0.1875,"ForMyPeople","JoeyBada$$","New York","13",0.3125
"2.153","16","0",".","and",".",0.0625,"ForMyPeople","JoeyBada$$","New York","13",0.375
"2.154","16","1",".","drop",".",0.0625,"ForMyPeople","JoeyBada$$","New York","13",0.4375
"2.155","16","0",".","a",".",0.0625,"ForMyPeople","JoeyBada$$","New York","13",0.5
"2.156","4","1",".","bomb",".",0.25,"ForMyPeople","JoeyBada$$","New York","13",0.75
"2.157","16","1",".","Want","3",0.0625,"ForMyPeople","JoeyBada$$","New York","13",0.8125
"2.158","16","0",".","to",".",0.0625,"ForMyPeople","JoeyBada$$","New York","13",0.875
"2.159","16","1",".","get",".",0.0625,"ForMyPeople","JoeyBada$$","New York","13",0.9375
"2.160","16","0",".","my",".",0.0625,"ForMyPeople","JoeyBada$$","New York","13",0
"2.162","16","1",".","mom",".",0.0625,"ForMyPeople","JoeyBada$$","New York","14",0.0625
"2.163","16","0",".","a",".",0.0625,"ForMyPeople","JoeyBada$$","New York","14",0.125
"2.164","4","1",".","crib",".",0.25,"ForMyPeople","JoeyBada$$","New York","14",0.375
"2.165","16","1",".","with",".",0.0625,"ForMyPeople","JoeyBada$$","New York","14",0.4375
"2.166","16","0",".","a",".",0.0625,"ForMyPeople","JoeyBada$$","New York","14",0.5
"2.167","4","1",".","lawn",".",0.25,"ForMyPeople","JoeyBada$$","New York","14",0.75
"2.168","16","1",".","Some-","3",0.0625,"ForMyPeople","JoeyBada$$","New York","14",0.8125
"2.169","16","0",".","-thing",".",0.0625,"ForMyPeople","JoeyBada$$","New York","14",0.875
"2.170","16","1",".","that",".",0.0625,"ForMyPeople","JoeyBada$$","New York","14",0.9375
"2.171","16","0",".","my",".",0.0625,"ForMyPeople","JoeyBada$$","New York","14",0
"2.173","16","1",".","fu-",".",0.0625,"ForMyPeople","JoeyBada$$","New York","15",0.0625
"2.174","16","0",".","-ture",".",0.0625,"ForMyPeople","JoeyBada$$","New York","15",0.125
"2.175","8.","1",".","kids",".",0.1875,"ForMyPeople","JoeyBada$$","New York","15",0.3125
"2.176","16","0",".","can",".",0.0625,"ForMyPeople","JoeyBada$$","New York","15",0.375
"2.177","16","1",".","run",".",0.0625,"ForMyPeople","JoeyBada$$","New York","15",0.4375
"2.178","16","0",".","up",".",0.0625,"ForMyPeople","JoeyBada$$","New York","15",0.5
"2.179","8.","1",".","on",".",0.1875,"ForMyPeople","JoeyBada$$","New York","15",0.6875
"2.180","16","0",".","That's","3",0.0625,"ForMyPeople","JoeyBada$$","New York","15",0.75
"2.181","16","1",".","why",".",0.0625,"ForMyPeople","JoeyBada$$","New York","15",0.8125
"2.182","16","0",".","I",".",0.0625,"ForMyPeople","JoeyBada$$","New York","15",0.875
"2.183","16","1",".","al-",".",0.0625,"ForMyPeople","JoeyBada$$","New York","15",0.9375
"2.184","16","0",".","-ways",".",0.0625,"ForMyPeople","JoeyBada$$","New York","15",0
"2.186","16","1",".","do",".",0.0625,"ForMyPeople","JoeyBada$$","New York","16",0.0625
"2.187","16","0",".","my",".",0.0625,"ForMyPeople","JoeyBada$$","New York","16",0.125
"2.188","8.","1",".","best",".",0.1875,"ForMyPeople","JoeyBada$$","New York","16",0.3125
"2.189","16","0",".","to",".",0.0625,"ForMyPeople","JoeyBada$$","New York","16",0.375
"2.190","16","1",".","car-",".",0.0625,"ForMyPeople","JoeyBada$$","New York","16",0.4375
"2.191","16","0",".","-ry",".",0.0625,"ForMyPeople","JoeyBada$$","New York","16",0.5
"2.192","4","1",".","on",".",0.25,"ForMyPeople","JoeyBada$$","New York","16",0.75
"2.193","16","1",".","Hea-","3",0.0625,"ForMyPeople","JoeyBada$$","New York","16",0.8125
"2.194","16","0",".","-ven's",".",0.0625,"ForMyPeople","JoeyBada$$","New York","16",0.875
"2.195","16","1",".","like",".",0.0625,"ForMyPeople","JoeyBada$$","New York","16",0.9375
"2.196","16","0",".","a",".",0.0625,"ForMyPeople","JoeyBada$$","New York","16",0
"2.198","16","1",".","game",".",0.0625,"ForMyPeople","JoeyBada$$","New York","17",0.0625
"2.199","16","0",".","of",".",0.0625,"ForMyPeople","JoeyBada$$","New York","17",0.125
"2.200","8.","1",".","chess",".",0.1875,"ForMyPeople","JoeyBada$$","New York","17",0.3125
"2.201","16","0",".","don't",".",0.0625,"ForMyPeople","JoeyBada$$","New York","17",0.375
"2.202","16","1",".","be",".",0.0625,"ForMyPeople","JoeyBada$$","New York","17",0.4375
"2.203","16","0",".","a",".",0.0625,"ForMyPeople","JoeyBada$$","New York","17",0.5
"2.204","8","1",".","pawn",".",0.125,"ForMyPeople","JoeyBada$$","New York","17",0.625
"2.205","8","0",".","my",".",0.125,"ForMyPeople","JoeyBada$$","New York","17",0.75
"2.206","16","1",".","nig-",".",0.0625,"ForMyPeople","JoeyBada$$","New York","17",0.8125
"2.207","16","0",".","-ga",".",0.0625,"ForMyPeople","JoeyBada$$","New York","17",0.875
"2.208","8",".","R",".",".",0.125,"ForMyPeople","JoeyBada$$","New York","17",0
"3.6","2.",".","R",".",".",0.75,"Episode3-GrandPrix","MethodMan","New York","1",0.75
"3.7","8",".","R",".",".",0.125,"Episode3-GrandPrix","MethodMan","New York","1",0.875
"3.8","16","0",".","I'm","3",0.0625,"Episode3-GrandPrix","MethodMan","New York","1",0.9375
"3.9","16","0",".","a",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","1",0
"3.11","16","1",".","smo-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","2",0.0625
"3.12","8","0",".","-ker",".",0.125,"Episode3-GrandPrix","MethodMan","New York","2",0.1875
"3.13","8","1",".","weed","3",0.125,"Episode3-GrandPrix","MethodMan","New York","2",0.3125
"3.14","16","1",".","to-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","2",0.375
"3.15","16","0",".","-ker",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","2",0.4375
"3.16","16","0",".","The","3",0.0625,"Episode3-GrandPrix","MethodMan","New York","2",0.5
"3.17","16","1",".","co-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","2",0.5625
"3.18","16","0",".","-la",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","2",0.625
"3.19","16","0",".","in",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","2",0.6875
"3.20","16","0",".","your",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","2",0.75
"3.21","16","1",".","co-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","2",0.8125
"3.22","16","0",".","-ca",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","2",0.875
"3.23","16","0",".","Loo-","3",0.0625,"Episode3-GrandPrix","MethodMan","New York","2",0.9375
"3.24","16","0",".","-sing",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","2",0
"3.26","16","1",".","change",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","3",0.0625
"3.27","16","0",".","up",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","3",0.125
"3.28","16","0",".","in",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","3",0.1875
"3.29","16","0",".","your",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","3",0.25
"3.30","16","1",".","so-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","3",0.3125
"3.31","16","0",".","-fa",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","3",0.375
"3.32","16","0",".","I","3",0.0625,"Episode3-GrandPrix","MethodMan","New York","3",0.4375
"3.33","16","0",".","brought",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","3",0.5
"3.34","16","1",".","change",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","3",0.5625
"3.35","16","0",".","in-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","3",0.625
"3.36","16","0",".","-to",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","3",0.6875
"3.37","16","0",".","the",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","3",0.75
"3.38","8","1",".","cul-",".",0.125,"Episode3-GrandPrix","MethodMan","New York","3",0.875
"3.39","8","0",".","-ture",".",0.125,"Episode3-GrandPrix","MethodMan","New York","3",0
"3.41","16","1",".","Fun-","3",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.0625
"3.42","16","0",".","-ny",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.125
"3.43","16","0",".","how",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.1875
"3.44","16","0",".","these",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.25
"3.45","16","1",".","pi-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.3125
"3.46","16","0",".","-geons",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.375
"3.47","16","0",".","try-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.4375
"3.48","16","0",".","-na",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.5
"3.49","16","1",".","change",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.5625
"3.50","16","0",".","in-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.625
"3.51","16","0",".","-to",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.6875
"3.52","16","0",".","a",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.75
"3.53","16","1",".","vul-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.8125
"3.54","16","0",".","-ture",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.875
"3.55","16","0",".","you's","3",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0.9375
"3.56","16","0",".","a",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","4",0
"3.58","16","1",".","po-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","5",0.0625
"3.59","16","0",".","-ser",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","5",0.125
"3.60","16",".","R",".",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","5",0.1875
"3.61","16","0",".","wit","3",0.0625,"Episode3-GrandPrix","MethodMan","New York","5",0.25
"3.62","16","1",".","pork",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","5",0.3125
"3.63","16","0",".","all",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","5",0.375
"3.64","16","0",".","on",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","5",0.4375
"3.65","16","0",".","your",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","5",0.5
"3.66","16","1",".","fork","2",0.0625,"Episode3-GrandPrix","MethodMan","New York","5",0.5625
"3.67","16","0",".","and",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","5",0.625
"3.68","16","0",".","that",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","5",0.6875
"3.69","16","0",".","ain't",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","5",0.75
"3.70","8","1",".","ko-","3",0.125,"Episode3-GrandPrix","MethodMan","New York","5",0.875
"3.71","8","0",".","-sher",".",0.125,"Episode3-GrandPrix","MethodMan","New York","5",0
"3.73","16","1",".","No","3",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.0625
"3.74","16","0",".","sir",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.125
"3.75","16",".","R",".",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.1875
"3.76","16","0",".","I","3",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.25
"3.77","16","1",".","ne-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.3125
"3.78","16","0",".","-ver",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.375
"3.79","16","0",".","put",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.4375
"3.80","16","0",".","a",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.5
"3.81","16","1",".","pen-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.5625
"3.82","16","0",".","-ny",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.625
"3.83","16","0",".","in",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.6875
"3.84","16","0",".","a",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.75
"3.85","16","1",".","loa-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.8125
"3.86","16","0",".","-fer",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.875
"3.87","16","0",".","for","3",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0.9375
"3.88","16","0",".","good",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","6",0
"3.90","16","1",".","times",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","7",0.0625
"3.91","16","0",".","up",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","7",0.125
"3.92","16","0",".","in",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","7",0.1875
"3.93","16","0",".","the",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","7",0.25
"3.94","16","1",".","ghe-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","7",0.3125
"3.95","16","0",".","-tto",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","7",0.375
"3.96","16","0",".","we","3",0.0625,"Episode3-GrandPrix","MethodMan","New York","7",0.4375
"3.97","16","0",".","had",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","7",0.5
"3.98","16","1",".","pen-",".",0.0625,"Episode3-GrandPrix","MethodMan","New York","7",0.5625
